"Dataset","Scenario","q","Year","F","F_95_lo","F_95_hi","F_base","F_base_95_lo","F_base_95_hi"
"WEE","S1",1,2000,0.6951753,0.59682054,0.79353006,0.6952898,0.59689584,0.79368376
"WEE","S1",1,2001,0.4642987,0.3951695,0.5334279,0.464324,0.39517912,0.53346888
"WEE","S1",1,2002,0.4238113,0.36352366,0.48409894,0.4238457,0.36354434,0.48414706
"WEE","S1",1,2003,0.4066328,0.34915188,0.46411372,0.4067173,0.34921482,0.46421978
"WEE","S1",1,2004,0.4353688,0.37602196,0.49471564,0.4355518,0.37616968,0.49493392
"WEE","S1",1,2005,0.4571042,0.39658528,0.51762312,0.4574258,0.39685592,0.51799568
"WEE","S1",1,2006,0.336786,0.29209996,0.38147204,0.3370782,0.292351,0.3818054
"WEE","S1",1,2007,0.2562317,0.22283918,0.28962422,0.2565183,0.22308658,0.28995002
"WEE","S1",1,2008,0.3287177,0.28684426,0.37059114,0.3293183,0.28736058,0.37127602
"WEE","S1",1,2009,0.3483319,0.30475914,0.39190466,0.3490246,0.30536364,0.39268556
"WEE","S1",1,2010,0.3885036,0.3408756,0.4361316,0.388993,0.3413258,0.4366602
"WEE","S1",1,2011,0.4597849,0.40218834,0.51738146,0.4597872,0.4022416,0.5173328
"WEE","S1",1,2012,0.4292171,0.37250842,0.48592578,0.4285948,0.37203704,0.48515256
"WEE","S1",1,2013,0.4745872,0.41456808,0.53460632,0.4731116,0.41333748,0.53288572
"WEE","S1",1,2014,0.4402075,0.3854745,0.4949405,0.4392373,0.3846023,0.4938723
"WEE","S1",1,2015,0.4284517,0.37574142,0.48116198,0.4271531,0.3745369,0.4797693
"WEE","S1",1,2016,0.4292671,0.37480262,0.48373158,0.4277843,0.3733747,0.4821939
"WEE","S1",1,2017,0.3469836,0.302619,0.3913482,0.3450972,0.30083844,0.38935596
"WEE","S1",1,2018,0.3069083,0.26611874,0.34769786,0.3044119,0.26381834,0.34500546
"WEE","S1",1,2019,0.374778,0.32226372,0.42729228,0.3704612,0.3183448,0.4225776
"WEE","S1",1,2020,0.4239794,0.36030096,0.48765784,0.4170282,0.3541318,0.4799246
"WEE","S1",1,2021,0.3788599,0.31445234,0.44326746,0.3706339,0.3074631,0.4338047
"WEE","S1",1,2022,0.4778542,0.37976012,0.57594828,0.4640518,0.36903884,0.55906476
"WEE","S2",0.2,1982,0.7556426,0.542767,0.9685182,0.7556548,0.5427792,0.9685304
"WEE","S2",0.2,1983,1.081353,0.7688898,1.3938162,1.081364,0.7689008,1.3938272
"WEE","S2",0.2,1984,1.22768,0.9039272,1.5514328,1.227685,0.9039322,1.5514378
"WEE","S2",0.2,1985,1.249438,0.914474,1.584402,1.249444,0.91448,1.584408
"WEE","S2",0.2,1986,1.323388,0.9594748,1.6873012,1.323397,0.9594838,1.6873102
"WEE","S2",0.2,1987,1.278741,0.9358978,1.6215842,1.278754,0.9359108,1.6215972
"WEE","S2",0.2,1988,1.600856,1.1764964,2.0252156,1.60084,1.1765,2.02518
"WEE","S2",0.2,1989,1.271456,0.9178132,1.6250988,1.27143,0.9177872,1.6250728
"WEE","S2",0.2,1990,0.8442373,0.6136433,1.0748313,0.8442476,0.6136536,1.0748416
"WEE","S2",0.2,1991,1.054582,0.7747724,1.3343916,1.054578,0.7747684,1.3343876
"WEE","S2",0.2,1992,1.169609,0.857087,1.482131,1.169593,0.857071,1.482115
"WEE","S2",0.2,1993,0.9973292,0.721028,1.2736304,0.9973226,0.7210214,1.2736238
"WEE","S2",0.2,1994,0.9504045,0.6972509,1.2035581,0.9503938,0.6972402,1.2035474
"WEE","S2",0.2,1995,1.432757,1.228231,1.637283,1.432743,1.2282366,1.6372494
"WEE","S2",0.2,1996,1.155397,1.0008804,1.3099136,1.155396,1.00088332,1.30990868
"WEE","S2",0.2,1997,0.7750053,0.65770714,0.89230346,0.775001,0.65770676,0.89229524
"WEE","S2",0.2,1998,0.8089561,0.6905231,0.9273891,0.8089297,0.69050454,0.92735486
"WEE","S2",0.2,1999,0.5845604,0.50312436,0.66599644,0.5845607,0.50312662,0.66599478
"WEE","S2",0.2,2000,0.6953035,0.59690562,0.79370138,0.6952898,0.59689584,0.79368376
"WEE","S2",0.2,2001,0.4643218,0.39517496,0.53346864,0.464324,0.39517912,0.53346888
"WEE","S2",0.2,2002,0.4238392,0.36353784,0.48414056,0.4238457,0.36354434,0.48414706
"WEE","S2",0.2,2003,0.406709,0.34920652,0.46421148,0.4067173,0.34921482,0.46421978
"WEE","S2",0.2,2004,0.4355396,0.37615748,0.49492172,0.4355518,0.37616968,0.49493392
"WEE","S2",0.2,2005,0.4574055,0.39683758,0.51797342,0.4574258,0.39685592,0.51799568
"WEE","S2",0.2,2006,0.3370484,0.29232316,0.38177364,0.3370782,0.292351,0.3818054
"WEE","S2",0.2,2007,0.256479,0.2230512,0.2899068,0.2565183,0.22308658,0.28995002
"WEE","S2",0.2,2008,0.329256,0.28730416,0.37120784,0.3293183,0.28736058,0.37127602
"WEE","S2",0.2,2009,0.3489604,0.30530336,0.39261744,0.3490246,0.30536364,0.39268556
"WEE","S2",0.2,2010,0.3891051,0.34141046,0.43679974,0.388993,0.3413258,0.4366602
"WEE","S2",0.2,2011,0.4600353,0.40243874,0.51763186,0.4597872,0.4022416,0.5173328
"WEE","S2",0.2,2012,0.4288051,0.37220618,0.48540402,0.4285948,0.37203704,0.48515256
"WEE","S2",0.2,2013,0.4733766,0.41356132,0.53319188,0.4731116,0.41333748,0.53288572
"WEE","S2",0.2,2014,0.439204,0.38458076,0.49382724,0.4392373,0.3846023,0.4938723
"WEE","S2",0.2,2015,0.4271289,0.37452054,0.47973726,0.4271531,0.3745369,0.4797693
"WEE","S2",0.2,2016,0.4275211,0.37315658,0.48188562,0.4277843,0.3733747,0.4821939
"WEE","S2",0.2,2017,0.3448292,0.30060964,0.38904876,0.3450972,0.30083844,0.38935596
"WEE","S2",0.2,2018,0.3041744,0.26361024,0.34473856,0.3044119,0.26381834,0.34500546
"WEE","S2",0.2,2019,0.3700862,0.31801292,0.42215948,0.3704612,0.3183448,0.4225776
"WEE","S2",0.2,2020,0.4164093,0.35358738,0.47923122,0.4170282,0.3541318,0.4799246
"WEE","S2",0.2,2021,0.3698384,0.30679696,0.43287984,0.3706339,0.3074631,0.4338047
"WEE","S2",0.2,2022,0.4623764,0.36780836,0.55694444,0.4640518,0.36903884,0.55906476
"WEE","S2",0.4,1982,0.7556426,0.542767,0.9685182,0.7556548,0.5427792,0.9685304
"WEE","S2",0.4,1983,1.081353,0.7688898,1.3938162,1.081364,0.7689008,1.3938272
"WEE","S2",0.4,1984,1.22768,0.9039272,1.5514328,1.227685,0.9039322,1.5514378
"WEE","S2",0.4,1985,1.249438,0.914474,1.584402,1.249444,0.91448,1.584408
"WEE","S2",0.4,1986,1.323388,0.9594748,1.6873012,1.323397,0.9594838,1.6873102
"WEE","S2",0.4,1987,1.278741,0.9358978,1.6215842,1.278754,0.9359108,1.6215972
"WEE","S2",0.4,1988,1.600856,1.1764964,2.0252156,1.60084,1.1765,2.02518
"WEE","S2",0.4,1989,1.271456,0.9178132,1.6250988,1.27143,0.9177872,1.6250728
"WEE","S2",0.4,1990,0.8442373,0.6136433,1.0748313,0.8442476,0.6136536,1.0748416
"WEE","S2",0.4,1991,1.054582,0.7747724,1.3343916,1.054578,0.7747684,1.3343876
"WEE","S2",0.4,1992,1.169609,0.857087,1.482131,1.169593,0.857071,1.482115
"WEE","S2",0.4,1993,0.9973292,0.721028,1.2736304,0.9973226,0.7210214,1.2736238
"WEE","S2",0.4,1994,0.9504045,0.6972509,1.2035581,0.9503938,0.6972402,1.2035474
"WEE","S2",0.4,1995,1.432757,1.228231,1.637283,1.432743,1.2282366,1.6372494
"WEE","S2",0.4,1996,1.155397,1.0008804,1.3099136,1.155396,1.00088332,1.30990868
"WEE","S2",0.4,1997,0.7750053,0.65770714,0.89230346,0.775001,0.65770676,0.89229524
"WEE","S2",0.4,1998,0.8089561,0.6905231,0.9273891,0.8089297,0.69050454,0.92735486
"WEE","S2",0.4,1999,0.5845604,0.50312436,0.66599644,0.5845607,0.50312662,0.66599478
"WEE","S2",0.4,2000,0.6953035,0.59690562,0.79370138,0.6952898,0.59689584,0.79368376
"WEE","S2",0.4,2001,0.4643218,0.39517496,0.53346864,0.464324,0.39517912,0.53346888
"WEE","S2",0.4,2002,0.4238392,0.36353784,0.48414056,0.4238457,0.36354434,0.48414706
"WEE","S2",0.4,2003,0.406709,0.34920652,0.46421148,0.4067173,0.34921482,0.46421978
"WEE","S2",0.4,2004,0.4355396,0.37615748,0.49492172,0.4355518,0.37616968,0.49493392
"WEE","S2",0.4,2005,0.4574055,0.39683758,0.51797342,0.4574258,0.39685592,0.51799568
"WEE","S2",0.4,2006,0.3370484,0.29232316,0.38177364,0.3370782,0.292351,0.3818054
"WEE","S2",0.4,2007,0.256479,0.2230512,0.2899068,0.2565183,0.22308658,0.28995002
"WEE","S2",0.4,2008,0.329256,0.28730416,0.37120784,0.3293183,0.28736058,0.37127602
"WEE","S2",0.4,2009,0.3489604,0.30530336,0.39261744,0.3490246,0.30536364,0.39268556
"WEE","S2",0.4,2010,0.3891051,0.34141046,0.43679974,0.388993,0.3413258,0.4366602
"WEE","S2",0.4,2011,0.4600353,0.40243874,0.51763186,0.4597872,0.4022416,0.5173328
"WEE","S2",0.4,2012,0.4288051,0.37220618,0.48540402,0.4285948,0.37203704,0.48515256
"WEE","S2",0.4,2013,0.4733766,0.41356132,0.53319188,0.4731116,0.41333748,0.53288572
"WEE","S2",0.4,2014,0.439204,0.38458076,0.49382724,0.4392373,0.3846023,0.4938723
"WEE","S2",0.4,2015,0.4271289,0.37452054,0.47973726,0.4271531,0.3745369,0.4797693
"WEE","S2",0.4,2016,0.4275211,0.37315658,0.48188562,0.4277843,0.3733747,0.4821939
"WEE","S2",0.4,2017,0.3448292,0.30060964,0.38904876,0.3450972,0.30083844,0.38935596
"WEE","S2",0.4,2018,0.3041744,0.26361024,0.34473856,0.3044119,0.26381834,0.34500546
"WEE","S2",0.4,2019,0.3700862,0.31801292,0.42215948,0.3704612,0.3183448,0.4225776
"WEE","S2",0.4,2020,0.4164093,0.35358738,0.47923122,0.4170282,0.3541318,0.4799246
"WEE","S2",0.4,2021,0.3698384,0.30679696,0.43287984,0.3706339,0.3074631,0.4338047
"WEE","S2",0.4,2022,0.4623764,0.36780836,0.55694444,0.4640518,0.36903884,0.55906476
"WEE","S2",0.6,1982,0.7556426,0.542767,0.9685182,0.7556548,0.5427792,0.9685304
"WEE","S2",0.6,1983,1.081353,0.7688898,1.3938162,1.081364,0.7689008,1.3938272
"WEE","S2",0.6,1984,1.22768,0.9039272,1.5514328,1.227685,0.9039322,1.5514378
"WEE","S2",0.6,1985,1.249438,0.914474,1.584402,1.249444,0.91448,1.584408
"WEE","S2",0.6,1986,1.323388,0.9594748,1.6873012,1.323397,0.9594838,1.6873102
"WEE","S2",0.6,1987,1.278741,0.9358978,1.6215842,1.278754,0.9359108,1.6215972
"WEE","S2",0.6,1988,1.600856,1.1764964,2.0252156,1.60084,1.1765,2.02518
"WEE","S2",0.6,1989,1.271456,0.9178132,1.6250988,1.27143,0.9177872,1.6250728
"WEE","S2",0.6,1990,0.8442373,0.6136433,1.0748313,0.8442476,0.6136536,1.0748416
"WEE","S2",0.6,1991,1.054582,0.7747724,1.3343916,1.054578,0.7747684,1.3343876
"WEE","S2",0.6,1992,1.169609,0.857087,1.482131,1.169593,0.857071,1.482115
"WEE","S2",0.6,1993,0.9973292,0.721028,1.2736304,0.9973226,0.7210214,1.2736238
"WEE","S2",0.6,1994,0.9504045,0.6972509,1.2035581,0.9503938,0.6972402,1.2035474
"WEE","S2",0.6,1995,1.432757,1.228231,1.637283,1.432743,1.2282366,1.6372494
"WEE","S2",0.6,1996,1.155397,1.0008804,1.3099136,1.155396,1.00088332,1.30990868
"WEE","S2",0.6,1997,0.7750053,0.65770714,0.89230346,0.775001,0.65770676,0.89229524
"WEE","S2",0.6,1998,0.8089561,0.6905231,0.9273891,0.8089297,0.69050454,0.92735486
"WEE","S2",0.6,1999,0.5845604,0.50312436,0.66599644,0.5845607,0.50312662,0.66599478
"WEE","S2",0.6,2000,0.6953035,0.59690562,0.79370138,0.6952898,0.59689584,0.79368376
"WEE","S2",0.6,2001,0.4643218,0.39517496,0.53346864,0.464324,0.39517912,0.53346888
"WEE","S2",0.6,2002,0.4238392,0.36353784,0.48414056,0.4238457,0.36354434,0.48414706
"WEE","S2",0.6,2003,0.406709,0.34920652,0.46421148,0.4067173,0.34921482,0.46421978
"WEE","S2",0.6,2004,0.4355396,0.37615748,0.49492172,0.4355518,0.37616968,0.49493392
"WEE","S2",0.6,2005,0.4574055,0.39683758,0.51797342,0.4574258,0.39685592,0.51799568
"WEE","S2",0.6,2006,0.3370484,0.29232316,0.38177364,0.3370782,0.292351,0.3818054
"WEE","S2",0.6,2007,0.256479,0.2230512,0.2899068,0.2565183,0.22308658,0.28995002
"WEE","S2",0.6,2008,0.329256,0.28730416,0.37120784,0.3293183,0.28736058,0.37127602
"WEE","S2",0.6,2009,0.3489604,0.30530336,0.39261744,0.3490246,0.30536364,0.39268556
"WEE","S2",0.6,2010,0.3891051,0.34141046,0.43679974,0.388993,0.3413258,0.4366602
"WEE","S2",0.6,2011,0.4600353,0.40243874,0.51763186,0.4597872,0.4022416,0.5173328
"WEE","S2",0.6,2012,0.4288051,0.37220618,0.48540402,0.4285948,0.37203704,0.48515256
"WEE","S2",0.6,2013,0.4733766,0.41356132,0.53319188,0.4731116,0.41333748,0.53288572
"WEE","S2",0.6,2014,0.439204,0.38458076,0.49382724,0.4392373,0.3846023,0.4938723
"WEE","S2",0.6,2015,0.4271289,0.37452054,0.47973726,0.4271531,0.3745369,0.4797693
"WEE","S2",0.6,2016,0.4275211,0.37315658,0.48188562,0.4277843,0.3733747,0.4821939
"WEE","S2",0.6,2017,0.3448292,0.30060964,0.38904876,0.3450972,0.30083844,0.38935596
"WEE","S2",0.6,2018,0.3041744,0.26361024,0.34473856,0.3044119,0.26381834,0.34500546
"WEE","S2",0.6,2019,0.3700862,0.31801292,0.42215948,0.3704612,0.3183448,0.4225776
"WEE","S2",0.6,2020,0.4164093,0.35358738,0.47923122,0.4170282,0.3541318,0.4799246
"WEE","S2",0.6,2021,0.3698384,0.30679696,0.43287984,0.3706339,0.3074631,0.4338047
"WEE","S2",0.6,2022,0.4623764,0.36780836,0.55694444,0.4640518,0.36903884,0.55906476
"WEE","S2",0.8,1982,0.7556426,0.542767,0.9685182,0.7556548,0.5427792,0.9685304
"WEE","S2",0.8,1983,1.081353,0.7688898,1.3938162,1.081364,0.7689008,1.3938272
"WEE","S2",0.8,1984,1.22768,0.9039272,1.5514328,1.227685,0.9039322,1.5514378
"WEE","S2",0.8,1985,1.249438,0.914474,1.584402,1.249444,0.91448,1.584408
"WEE","S2",0.8,1986,1.323388,0.9594748,1.6873012,1.323397,0.9594838,1.6873102
"WEE","S2",0.8,1987,1.278741,0.9358978,1.6215842,1.278754,0.9359108,1.6215972
"WEE","S2",0.8,1988,1.600856,1.1764964,2.0252156,1.60084,1.1765,2.02518
"WEE","S2",0.8,1989,1.271456,0.9178132,1.6250988,1.27143,0.9177872,1.6250728
"WEE","S2",0.8,1990,0.8442373,0.6136433,1.0748313,0.8442476,0.6136536,1.0748416
"WEE","S2",0.8,1991,1.054582,0.7747724,1.3343916,1.054578,0.7747684,1.3343876
"WEE","S2",0.8,1992,1.169609,0.857087,1.482131,1.169593,0.857071,1.482115
"WEE","S2",0.8,1993,0.9973292,0.721028,1.2736304,0.9973226,0.7210214,1.2736238
"WEE","S2",0.8,1994,0.9504045,0.6972509,1.2035581,0.9503938,0.6972402,1.2035474
"WEE","S2",0.8,1995,1.432757,1.228231,1.637283,1.432743,1.2282366,1.6372494
"WEE","S2",0.8,1996,1.155397,1.0008804,1.3099136,1.155396,1.00088332,1.30990868
"WEE","S2",0.8,1997,0.7750053,0.65770714,0.89230346,0.775001,0.65770676,0.89229524
"WEE","S2",0.8,1998,0.8089561,0.6905231,0.9273891,0.8089297,0.69050454,0.92735486
"WEE","S2",0.8,1999,0.5845604,0.50312436,0.66599644,0.5845607,0.50312662,0.66599478
"WEE","S2",0.8,2000,0.6953035,0.59690562,0.79370138,0.6952898,0.59689584,0.79368376
"WEE","S2",0.8,2001,0.4643218,0.39517496,0.53346864,0.464324,0.39517912,0.53346888
"WEE","S2",0.8,2002,0.4238392,0.36353784,0.48414056,0.4238457,0.36354434,0.48414706
"WEE","S2",0.8,2003,0.406709,0.34920652,0.46421148,0.4067173,0.34921482,0.46421978
"WEE","S2",0.8,2004,0.4355396,0.37615748,0.49492172,0.4355518,0.37616968,0.49493392
"WEE","S2",0.8,2005,0.4574055,0.39683758,0.51797342,0.4574258,0.39685592,0.51799568
"WEE","S2",0.8,2006,0.3370484,0.29232316,0.38177364,0.3370782,0.292351,0.3818054
"WEE","S2",0.8,2007,0.256479,0.2230512,0.2899068,0.2565183,0.22308658,0.28995002
"WEE","S2",0.8,2008,0.329256,0.28730416,0.37120784,0.3293183,0.28736058,0.37127602
"WEE","S2",0.8,2009,0.3489604,0.30530336,0.39261744,0.3490246,0.30536364,0.39268556
"WEE","S2",0.8,2010,0.3891051,0.34141046,0.43679974,0.388993,0.3413258,0.4366602
"WEE","S2",0.8,2011,0.4600353,0.40243874,0.51763186,0.4597872,0.4022416,0.5173328
"WEE","S2",0.8,2012,0.4288051,0.37220618,0.48540402,0.4285948,0.37203704,0.48515256
"WEE","S2",0.8,2013,0.4733766,0.41356132,0.53319188,0.4731116,0.41333748,0.53288572
"WEE","S2",0.8,2014,0.439204,0.38458076,0.49382724,0.4392373,0.3846023,0.4938723
"WEE","S2",0.8,2015,0.4271289,0.37452054,0.47973726,0.4271531,0.3745369,0.4797693
"WEE","S2",0.8,2016,0.4275211,0.37315658,0.48188562,0.4277843,0.3733747,0.4821939
"WEE","S2",0.8,2017,0.3448292,0.30060964,0.38904876,0.3450972,0.30083844,0.38935596
"WEE","S2",0.8,2018,0.3041744,0.26361024,0.34473856,0.3044119,0.26381834,0.34500546
"WEE","S2",0.8,2019,0.3700862,0.31801292,0.42215948,0.3704612,0.3183448,0.4225776
"WEE","S2",0.8,2020,0.4164093,0.35358738,0.47923122,0.4170282,0.3541318,0.4799246
"WEE","S2",0.8,2021,0.3698384,0.30679696,0.43287984,0.3706339,0.3074631,0.4338047
"WEE","S2",0.8,2022,0.4623764,0.36780836,0.55694444,0.4640518,0.36903884,0.55906476
"WEE","S2",1,1982,0.7556426,0.542767,0.9685182,0.7556548,0.5427792,0.9685304
"WEE","S2",1,1983,1.081353,0.7688898,1.3938162,1.081364,0.7689008,1.3938272
"WEE","S2",1,1984,1.22768,0.9039272,1.5514328,1.227685,0.9039322,1.5514378
"WEE","S2",1,1985,1.249438,0.914474,1.584402,1.249444,0.91448,1.584408
"WEE","S2",1,1986,1.323388,0.9594748,1.6873012,1.323397,0.9594838,1.6873102
"WEE","S2",1,1987,1.278741,0.9358978,1.6215842,1.278754,0.9359108,1.6215972
"WEE","S2",1,1988,1.600856,1.1764964,2.0252156,1.60084,1.1765,2.02518
"WEE","S2",1,1989,1.271456,0.9178132,1.6250988,1.27143,0.9177872,1.6250728
"WEE","S2",1,1990,0.8442373,0.6136433,1.0748313,0.8442476,0.6136536,1.0748416
"WEE","S2",1,1991,1.054582,0.7747724,1.3343916,1.054578,0.7747684,1.3343876
"WEE","S2",1,1992,1.169609,0.857087,1.482131,1.169593,0.857071,1.482115
"WEE","S2",1,1993,0.9973292,0.721028,1.2736304,0.9973226,0.7210214,1.2736238
"WEE","S2",1,1994,0.9504045,0.6972509,1.2035581,0.9503938,0.6972402,1.2035474
"WEE","S2",1,1995,1.432757,1.228231,1.637283,1.432743,1.2282366,1.6372494
"WEE","S2",1,1996,1.155397,1.0008804,1.3099136,1.155396,1.00088332,1.30990868
"WEE","S2",1,1997,0.7750053,0.65770714,0.89230346,0.775001,0.65770676,0.89229524
"WEE","S2",1,1998,0.8089561,0.6905231,0.9273891,0.8089297,0.69050454,0.92735486
"WEE","S2",1,1999,0.5845604,0.50312436,0.66599644,0.5845607,0.50312662,0.66599478
"WEE","S2",1,2000,0.6953035,0.59690562,0.79370138,0.6952898,0.59689584,0.79368376
"WEE","S2",1,2001,0.4643218,0.39517496,0.53346864,0.464324,0.39517912,0.53346888
"WEE","S2",1,2002,0.4238392,0.36353784,0.48414056,0.4238457,0.36354434,0.48414706
"WEE","S2",1,2003,0.406709,0.34920652,0.46421148,0.4067173,0.34921482,0.46421978
"WEE","S2",1,2004,0.4355396,0.37615748,0.49492172,0.4355518,0.37616968,0.49493392
"WEE","S2",1,2005,0.4574055,0.39683758,0.51797342,0.4574258,0.39685592,0.51799568
"WEE","S2",1,2006,0.3370484,0.29232316,0.38177364,0.3370782,0.292351,0.3818054
"WEE","S2",1,2007,0.256479,0.2230512,0.2899068,0.2565183,0.22308658,0.28995002
"WEE","S2",1,2008,0.329256,0.28730416,0.37120784,0.3293183,0.28736058,0.37127602
"WEE","S2",1,2009,0.3489604,0.30530336,0.39261744,0.3490246,0.30536364,0.39268556
"WEE","S2",1,2010,0.3891051,0.34141046,0.43679974,0.388993,0.3413258,0.4366602
"WEE","S2",1,2011,0.4600353,0.40243874,0.51763186,0.4597872,0.4022416,0.5173328
"WEE","S2",1,2012,0.4288051,0.37220618,0.48540402,0.4285948,0.37203704,0.48515256
"WEE","S2",1,2013,0.4733766,0.41356132,0.53319188,0.4731116,0.41333748,0.53288572
"WEE","S2",1,2014,0.439204,0.38458076,0.49382724,0.4392373,0.3846023,0.4938723
"WEE","S2",1,2015,0.4271289,0.37452054,0.47973726,0.4271531,0.3745369,0.4797693
"WEE","S2",1,2016,0.4275211,0.37315658,0.48188562,0.4277843,0.3733747,0.4821939
"WEE","S2",1,2017,0.3448292,0.30060964,0.38904876,0.3450972,0.30083844,0.38935596
"WEE","S2",1,2018,0.3041744,0.26361024,0.34473856,0.3044119,0.26381834,0.34500546
"WEE","S2",1,2019,0.3700862,0.31801292,0.42215948,0.3704612,0.3183448,0.4225776
"WEE","S2",1,2020,0.4164093,0.35358738,0.47923122,0.4170282,0.3541318,0.4799246
"WEE","S2",1,2021,0.3698384,0.30679696,0.43287984,0.3706339,0.3074631,0.4338047
"WEE","S2",1,2022,0.4623764,0.36780836,0.55694444,0.4640518,0.36903884,0.55906476
