"Dataset","Scenario","q","Year","SSB","SSB_95_lo","SSB_95_hi","SSB_base","SSB_base_95_lo","SSB_base_95_hi"
"WEE","S2",0.8,1982,30239,27097.708,33380.292,30238.31,27097.214,33379.406
"WEE","S2",0.8,1983,28985.02,26173.4,31796.64,28983.88,26172.456,31795.304
"WEE","S2",0.8,1984,24458.93,21993.446,26924.414,24457.78,21992.296,26923.264
"WEE","S2",0.8,1985,21952.71,19824.346,24081.074,21951.56,19823.196,24079.924
"WEE","S2",0.8,1986,22144.42,19980.384,24308.456,22143.18,19979.34,24307.02
"WEE","S2",0.8,1987,22857.37,20623.362,25091.378,22855.91,20622.098,25089.722
"WEE","S2",0.8,1988,12799.25,11555.7084,14042.7916,12798.53,11555.0864,14041.9736
"WEE","S2",0.8,1989,7667.38,6957.8012,8376.9588,7667.019,6957.4794,8376.5586
"WEE","S2",0.8,1990,12327.43,11244.0008,13410.8592,12326.65,11243.2992,13410.0008
"WEE","S2",0.8,1991,14149.87,12909.5232,15390.2168,14148.99,12908.7412,15389.2388
"WEE","S2",0.8,1992,13118.39,12000.5628,14236.2172,13117.68,11999.9312,14235.4288
"WEE","S2",0.8,1993,14624.95,13394.7168,15855.1832,14624.21,13394.0552,15854.3648
"WEE","S2",0.8,1994,15964.96,14813.2444,17116.6756,15964.21,14812.5532,17115.8668
"WEE","S2",0.8,1995,21087.13,19674.6756,22499.5844,21086,19673.624,22498.376
"WEE","S2",0.8,1996,28970.43,27030.912,30909.948,28968.66,27029.2988,30908.0212
"WEE","S2",0.8,1997,35449.88,32963.032,37936.728,35447.64,32960.988,37934.292
"WEE","S2",0.8,1998,34679.73,32375.75,36983.71,34677.85,32374.066,36981.634
"WEE","S2",0.8,1999,35336.4,32780.364,37892.436,35334.34,32778.5,37890.18
"WEE","S2",0.8,2000,39811.7,37049.08,42574.32,39809.41,37046.986,42571.834
"WEE","S2",0.8,2001,50580.58,47258.968,53902.192,50577.35,47256.13,53898.57
"WEE","S2",0.8,2002,59049.91,55385.298,62714.522,59045.61,55381.39,62709.83
"WEE","S2",0.8,2003,66331.03,62351.25,70310.81,66325.45,62346.062,70304.838
"WEE","S2",0.8,2004,61639,58060.236,65217.764,61632.68,58054.308,65211.052
"WEE","S2",0.8,2005,58294.86,55092.612,61497.108,58287.16,55085.5,61488.82
"WEE","S2",0.8,2006,61510.96,58068.22,64953.7,61500.25,58058.294,64942.206
"WEE","S2",0.8,2007,60380.1,56986.752,63773.448,60365.65,56973.086,63758.214
"WEE","S2",0.8,2008,60340.49,56985.362,63695.618,60320.41,56966.458,63674.362
"WEE","S2",0.8,2009,61718.48,58297.104,65139.856,61693.67,58273.666,65113.674
"WEE","S2",0.8,2010,60373.59,56996.118,63751.062,60353.28,56977.376,63729.184
"WEE","S2",0.8,2011,54686.5,51447.012,57925.988,54677.28,51439.164,57915.396
"WEE","S2",0.8,2012,59246.43,55880.718,62612.142,59251.62,55886.692,62616.548
"WEE","S2",0.8,2013,52138.3,49048.752,55227.848,52154.71,49065.162,55244.258
"WEE","S2",0.8,2014,47824.97,44947.886,50702.054,47841.15,44964.066,50718.234
"WEE","S2",0.8,2015,42412.38,39820.28,45004.48,42423.63,39831.726,45015.534
"WEE","S2",0.8,2016,39208.19,36654.898,41761.482,39208.79,36656.282,41761.298
"WEE","S2",0.8,2017,37051.15,34423.966,39678.334,37039.5,34413.884,39665.116
"WEE","S2",0.8,2018,37627.59,34700.526,40554.654,37599.12,34674.996,40523.244
"WEE","S2",0.8,2019,38895.94,35447.712,42344.168,38846.37,35403.238,42289.502
"WEE","S2",0.8,2020,43104.98,38568.756,47641.204,43024.09,38496.49,47551.69
"WEE","S2",0.8,2021,41717.99,36443.826,46992.154,41614.58,36351.784,46877.376
"WEE","S2",0.8,2022,41137.96,34573.136,47702.784,40993.63,34442.722,47544.538
"WEE","S2",1,1982,30239,27097.708,33380.292,30238.31,27097.214,33379.406
"WEE","S2",1,1983,28985.02,26173.4,31796.64,28983.88,26172.456,31795.304
"WEE","S2",1,1984,24458.93,21993.446,26924.414,24457.78,21992.296,26923.264
"WEE","S2",1,1985,21952.71,19824.346,24081.074,21951.56,19823.196,24079.924
"WEE","S2",1,1986,22144.42,19980.384,24308.456,22143.18,19979.34,24307.02
"WEE","S2",1,1987,22857.37,20623.362,25091.378,22855.91,20622.098,25089.722
"WEE","S2",1,1988,12799.25,11555.7084,14042.7916,12798.53,11555.0864,14041.9736
"WEE","S2",1,1989,7667.38,6957.8012,8376.9588,7667.019,6957.4794,8376.5586
"WEE","S2",1,1990,12327.43,11244.0008,13410.8592,12326.65,11243.2992,13410.0008
"WEE","S2",1,1991,14149.87,12909.5232,15390.2168,14148.99,12908.7412,15389.2388
"WEE","S2",1,1992,13118.39,12000.5628,14236.2172,13117.68,11999.9312,14235.4288
"WEE","S2",1,1993,14624.95,13394.7168,15855.1832,14624.21,13394.0552,15854.3648
"WEE","S2",1,1994,15964.96,14813.2444,17116.6756,15964.21,14812.5532,17115.8668
"WEE","S2",1,1995,21087.13,19674.6756,22499.5844,21086,19673.624,22498.376
"WEE","S2",1,1996,28970.43,27030.912,30909.948,28968.66,27029.2988,30908.0212
"WEE","S2",1,1997,35449.88,32963.032,37936.728,35447.64,32960.988,37934.292
"WEE","S2",1,1998,34679.73,32375.75,36983.71,34677.85,32374.066,36981.634
"WEE","S2",1,1999,35336.4,32780.364,37892.436,35334.34,32778.5,37890.18
"WEE","S2",1,2000,39811.7,37049.08,42574.32,39809.41,37046.986,42571.834
"WEE","S2",1,2001,50580.58,47258.968,53902.192,50577.35,47256.13,53898.57
"WEE","S2",1,2002,59049.91,55385.298,62714.522,59045.61,55381.39,62709.83
"WEE","S2",1,2003,66331.03,62351.25,70310.81,66325.45,62346.062,70304.838
"WEE","S2",1,2004,61639,58060.236,65217.764,61632.68,58054.308,65211.052
"WEE","S2",1,2005,58294.86,55092.612,61497.108,58287.16,55085.5,61488.82
"WEE","S2",1,2006,61510.96,58068.22,64953.7,61500.25,58058.294,64942.206
"WEE","S2",1,2007,60380.1,56986.752,63773.448,60365.65,56973.086,63758.214
"WEE","S2",1,2008,60340.49,56985.362,63695.618,60320.41,56966.458,63674.362
"WEE","S2",1,2009,61718.48,58297.104,65139.856,61693.67,58273.666,65113.674
"WEE","S2",1,2010,60373.59,56996.118,63751.062,60353.28,56977.376,63729.184
"WEE","S2",1,2011,54686.5,51447.012,57925.988,54677.28,51439.164,57915.396
"WEE","S2",1,2012,59246.43,55880.718,62612.142,59251.62,55886.692,62616.548
"WEE","S2",1,2013,52138.3,49048.752,55227.848,52154.71,49065.162,55244.258
"WEE","S2",1,2014,47824.97,44947.886,50702.054,47841.15,44964.066,50718.234
"WEE","S2",1,2015,42412.38,39820.28,45004.48,42423.63,39831.726,45015.534
"WEE","S2",1,2016,39208.19,36654.898,41761.482,39208.79,36656.282,41761.298
"WEE","S2",1,2017,37051.15,34423.966,39678.334,37039.5,34413.884,39665.116
"WEE","S2",1,2018,37627.59,34700.526,40554.654,37599.12,34674.996,40523.244
"WEE","S2",1,2019,38895.94,35447.712,42344.168,38846.37,35403.238,42289.502
"WEE","S2",1,2020,43104.98,38568.756,47641.204,43024.09,38496.49,47551.69
"WEE","S2",1,2021,41717.99,36443.826,46992.154,41614.58,36351.784,46877.376
"WEE","S2",1,2022,41137.96,34573.136,47702.784,40993.63,34442.722,47544.538
