"Dataset","Scenario","q","Year","SSB","SSB_base","SSB_95_lo","SSB_95_hi","SSB_base_95_lo","SSB_base_95_hi"
"FULL","S2",0.6,2006,146.1868591,146.1868591,NA,NA,NA,NA
"FULL","S2",0.6,2007,75.9982927,75.9982927,NA,NA,NA,NA
"FULL","S2",0.6,2008,71.72577539,71.72577539,NA,NA,NA,NA
"FULL","S2",0.6,2009,49.0472314,49.0472314,NA,NA,NA,NA
"FULL","S2",0.6,2010,83.6769407,83.6769407,NA,NA,NA,NA
"FULL","S2",0.6,2011,46.31828488,46.31828488,NA,NA,NA,NA
"FULL","S2",0.6,2012,154.7452043,154.7452043,NA,NA,NA,NA
"FULL","S2",0.6,2013,78.81711591,77.30693784,NA,NA,NA,NA
"FULL","S2",0.6,2014,88.95291727,86.01776142,NA,NA,NA,NA
"FULL","S2",0.6,2015,78.08738847,63.2630962,NA,NA,NA,NA
"FULL","S2",0.6,2016,91.74873753,89.14134109,NA,NA,NA,NA
"FULL","S2",0.6,2017,39.7082126,39.6969624,NA,NA,NA,NA
"FULL","S2",0.6,2018,56.34287259,54.12243162,NA,NA,NA,NA
"FULL","S2",0.6,2019,80.46380129,78.24996695,NA,NA,NA,NA
"FULL","S2",0.6,2021,139.6439211,134.6571599,NA,NA,NA,NA
"FULL","S2",0.6,2022,113.0989321,109.0138877,NA,NA,NA,NA
"FULL","S2",0.8,1976,147.8006758,147.8006758,NA,NA,NA,NA
"FULL","S2",0.8,1977,70.08328967,70.08328967,NA,NA,NA,NA
"FULL","S2",0.8,1978,54.15813271,54.15813271,NA,NA,NA,NA
"FULL","S2",0.8,1979,63.72408518,63.72408518,NA,NA,NA,NA
"FULL","S2",0.8,1980,100.2947111,100.2947111,NA,NA,NA,NA
"FULL","S2",0.8,1981,81.42739059,81.42739059,NA,NA,NA,NA
"FULL","S2",0.8,1982,85.37978263,85.37978263,NA,NA,NA,NA
"FULL","S2",0.8,1983,145.0729483,145.0729483,NA,NA,NA,NA
"FULL","S2",0.8,1984,143.1200452,143.1200452,NA,NA,NA,NA
"FULL","S2",0.8,1985,126.4415764,126.4415764,NA,NA,NA,NA
"FULL","S2",0.8,1986,96.63589205,96.63589205,NA,NA,NA,NA
"FULL","S2",0.8,1987,26.67411307,26.67411307,NA,NA,NA,NA
"FULL","S2",0.8,1988,73.15662351,73.15662351,NA,NA,NA,NA
"FULL","S2",0.8,1989,147.6026259,147.6026259,NA,NA,NA,NA
"FULL","S2",0.8,1990,72.09955336,72.09955336,NA,NA,NA,NA
"FULL","S2",0.8,1991,87.55420837,87.55420837,NA,NA,NA,NA
"FULL","S2",0.8,1992,78.30381141,78.30381141,NA,NA,NA,NA
"FULL","S2",0.8,1993,36.6542624,36.6542624,NA,NA,NA,NA
"FULL","S2",0.8,1994,158.2627113,158.2627113,NA,NA,NA,NA
"FULL","S2",0.8,1995,45.51425918,45.51425918,NA,NA,NA,NA
"FULL","S2",0.8,1996,26.78518957,26.78518957,NA,NA,NA,NA
"FULL","S2",0.8,1997,72.68896555,72.68896555,NA,NA,NA,NA
"FULL","S2",0.8,1998,35.00882802,35.00882802,NA,NA,NA,NA
"FULL","S2",0.8,1999,111.3173887,111.3173887,NA,NA,NA,NA
"FULL","S2",0.8,2000,182.0349706,182.0349706,NA,NA,NA,NA
"FULL","S2",0.8,2001,61.6329671,61.6329671,NA,NA,NA,NA
"FULL","S2",0.8,2002,157.7486288,157.7486288,NA,NA,NA,NA
"FULL","S2",0.8,2003,85.15564561,85.15564561,NA,NA,NA,NA
"FULL","S2",0.8,2004,52.17949199,52.17949199,NA,NA,NA,NA
"FULL","S2",0.8,2005,65.99745747,65.99745747,NA,NA,NA,NA
"FULL","S2",0.8,2006,146.1868591,146.1868591,NA,NA,NA,NA
"FULL","S2",0.8,2007,75.9982927,75.9982927,NA,NA,NA,NA
"FULL","S2",0.8,2008,71.72577539,71.72577539,NA,NA,NA,NA
"FULL","S2",0.8,2009,49.0472314,49.0472314,NA,NA,NA,NA
"FULL","S2",0.8,2010,83.6769407,83.6769407,NA,NA,NA,NA
"FULL","S2",0.8,2011,46.31828488,46.31828488,NA,NA,NA,NA
"FULL","S2",0.8,2012,154.7452043,154.7452043,NA,NA,NA,NA
"FULL","S2",0.8,2013,79.3205086,77.30693784,NA,NA,NA,NA
"FULL","S2",0.8,2014,89.93130255,86.01776142,NA,NA,NA,NA
"FULL","S2",0.8,2015,83.02881923,63.2630962,NA,NA,NA,NA
"FULL","S2",0.8,2016,92.61786967,89.14134109,NA,NA,NA,NA
"FULL","S2",0.8,2017,39.7082126,39.6969624,NA,NA,NA,NA
"FULL","S2",0.8,2018,57.08301958,54.12243162,NA,NA,NA,NA
"FULL","S2",0.8,2019,81.20174607,78.24996695,NA,NA,NA,NA
"FULL","S2",0.8,2021,141.3061748,134.6571599,NA,NA,NA,NA
"FULL","S2",0.8,2022,114.4606136,109.0138877,NA,NA,NA,NA
"FULL","S2",1,1976,147.8006758,147.8006758,NA,NA,NA,NA
"FULL","S2",1,1977,70.08328967,70.08328967,NA,NA,NA,NA
"FULL","S2",1,1978,54.15813271,54.15813271,NA,NA,NA,NA
"FULL","S2",1,1979,63.72408518,63.72408518,NA,NA,NA,NA
"FULL","S2",1,1980,100.2947111,100.2947111,NA,NA,NA,NA
"FULL","S2",1,1981,81.42739059,81.42739059,NA,NA,NA,NA
"FULL","S2",1,1982,85.37978263,85.37978263,NA,NA,NA,NA
"FULL","S2",1,1983,145.0729483,145.0729483,NA,NA,NA,NA
"FULL","S2",1,1984,143.1200452,143.1200452,NA,NA,NA,NA
"FULL","S2",1,1985,126.4415764,126.4415764,NA,NA,NA,NA
"FULL","S2",1,1986,96.63589205,96.63589205,NA,NA,NA,NA
"FULL","S2",1,1987,26.67411307,26.67411307,NA,NA,NA,NA
"FULL","S2",1,1988,73.15662351,73.15662351,NA,NA,NA,NA
"FULL","S2",1,1989,147.6026259,147.6026259,NA,NA,NA,NA
"FULL","S2",1,1990,72.09955336,72.09955336,NA,NA,NA,NA
"FULL","S2",1,1991,87.55420837,87.55420837,NA,NA,NA,NA
"FULL","S2",1,1992,78.30381141,78.30381141,NA,NA,NA,NA
"FULL","S2",1,1993,36.6542624,36.6542624,NA,NA,NA,NA
"FULL","S2",1,1994,158.2627113,158.2627113,NA,NA,NA,NA
"FULL","S2",1,1995,45.51425918,45.51425918,NA,NA,NA,NA
"FULL","S2",1,1996,26.78518957,26.78518957,NA,NA,NA,NA
"FULL","S2",1,1997,72.68896555,72.68896555,NA,NA,NA,NA
"FULL","S2",1,1998,35.00882802,35.00882802,NA,NA,NA,NA
"FULL","S2",1,1999,111.3173887,111.3173887,NA,NA,NA,NA
"FULL","S2",1,2000,182.0349706,182.0349706,NA,NA,NA,NA
"FULL","S2",1,2001,61.6329671,61.6329671,NA,NA,NA,NA
"FULL","S2",1,2002,157.7486288,157.7486288,NA,NA,NA,NA
"FULL","S2",1,2003,85.15564561,85.15564561,NA,NA,NA,NA
"FULL","S2",1,2004,52.17949199,52.17949199,NA,NA,NA,NA
"FULL","S2",1,2005,65.99745747,65.99745747,NA,NA,NA,NA
"FULL","S2",1,2006,146.1868591,146.1868591,NA,NA,NA,NA
"FULL","S2",1,2007,75.9982927,75.9982927,NA,NA,NA,NA
"FULL","S2",1,2008,71.72577539,71.72577539,NA,NA,NA,NA
"FULL","S2",1,2009,49.0472314,49.0472314,NA,NA,NA,NA
"FULL","S2",1,2010,83.6769407,83.6769407,NA,NA,NA,NA
"FULL","S2",1,2011,46.31828488,46.31828488,NA,NA,NA,NA
"FULL","S2",1,2012,154.7452043,154.7452043,NA,NA,NA,NA
"FULL","S2",1,2013,79.82390129,77.30693784,NA,NA,NA,NA
"FULL","S2",1,2014,90.90968783,86.01776142,NA,NA,NA,NA
"FULL","S2",1,2015,87.97024999,63.2630962,NA,NA,NA,NA
"FULL","S2",1,2016,93.48700182,89.14134109,NA,NA,NA,NA
"FULL","S2",1,2017,39.7082126,39.6969624,NA,NA,NA,NA
"FULL","S2",1,2018,57.82316657,54.12243162,NA,NA,NA,NA
"FULL","S2",1,2019,81.93969085,78.24996695,NA,NA,NA,NA
"FULL","S2",1,2021,142.9684285,134.6571599,NA,NA,NA,NA
"FULL","S2",1,2022,115.822295,109.0138877,NA,NA,NA,NA
"WEE","S1",0.2,1976,145.3030887,147.8006758,NA,NA,NA,NA
"WEE","S1",0.2,1977,62.6288136,70.08328967,NA,NA,NA,NA
"WEE","S1",0.2,1978,48.6058053,54.15813271,NA,NA,NA,NA
"WEE","S1",0.2,1979,64.45954821,63.72408518,NA,NA,NA,NA
"WEE","S1",0.2,1980,101.6764509,100.2947111,NA,NA,NA,NA
"WEE","S1",0.2,1981,82.23567474,81.42739059,NA,NA,NA,NA
"WEE","S1",0.2,1982,93.19620399,85.37978263,NA,NA,NA,NA
"WEE","S1",0.2,1983,146.6611435,145.0729483,NA,NA,NA,NA
"WEE","S1",0.2,1984,144.2348773,143.1200452,NA,NA,NA,NA
"WEE","S1",0.2,1985,128.3076252,126.4415764,NA,NA,NA,NA
"WEE","S1",0.2,1986,96.09218997,96.63589205,NA,NA,NA,NA
"WEE","S1",0.2,1987,26.48671827,26.67411307,NA,NA,NA,NA
"WEE","S1",0.2,1988,69.49587934,73.15662351,NA,NA,NA,NA
"WEE","S1",0.2,1989,157.5254635,147.6026259,NA,NA,NA,NA
"WEE","S1",0.2,1990,71.73340669,72.09955336,NA,NA,NA,NA
"WEE","S1",0.2,1991,90.88832797,87.55420837,NA,NA,NA,NA
"WEE","S1",0.2,1992,71.63237428,78.30381141,NA,NA,NA,NA
"WEE","S1",0.2,1993,40.957169,36.6542624,NA,NA,NA,NA
"WEE","S1",0.2,1994,166.5247716,158.2627113,NA,NA,NA,NA
"WEE","S1",0.2,1995,46.18474547,45.51425918,NA,NA,NA,NA
"WEE","S1",0.2,1996,26.91305075,26.78518957,NA,NA,NA,NA
"WEE","S1",0.2,1997,72.17056841,72.68896555,NA,NA,NA,NA
"WEE","S1",0.2,1998,34.52256907,35.00882802,NA,NA,NA,NA
"WEE","S1",0.2,1999,113.5600586,111.3173887,NA,NA,NA,NA
"WEE","S1",0.2,2000,190.6885376,182.0349706,NA,NA,NA,NA
"WEE","S1",0.2,2001,63.22209145,61.6329671,NA,NA,NA,NA
"WEE","S1",0.2,2002,162.8876367,157.7486288,NA,NA,NA,NA
"WEE","S1",0.2,2003,84.04168619,85.15564561,NA,NA,NA,NA
"WEE","S1",0.2,2004,52.39021455,52.17949199,NA,NA,NA,NA
"WEE","S1",0.2,2005,64.38187574,65.99745747,NA,NA,NA,NA
"WEE","S1",0.2,2006,127.4396516,146.1868591,NA,NA,NA,NA
"WEE","S1",0.2,2007,76.09721299,75.9982927,NA,NA,NA,NA
"WEE","S1",0.2,2008,72.39144688,71.72577539,NA,NA,NA,NA
"WEE","S1",0.2,2009,50.30788916,49.0472314,NA,NA,NA,NA
"WEE","S1",0.2,2010,85.67594398,83.6769407,NA,NA,NA,NA
"WEE","S1",0.2,2011,51.45818552,46.31828488,NA,NA,NA,NA
"WEE","S1",0.2,2012,160.0835033,154.7452043,NA,NA,NA,NA
"WEE","S1",0.2,2013,77.89441203,77.30693784,NA,NA,NA,NA
"WEE","S1",0.2,2014,86.69127182,86.01776142,NA,NA,NA,NA
"WEE","S1",0.2,2015,45.76198763,63.2630962,NA,NA,NA,NA
"WEE","S1",0.2,2016,88.26622753,89.14134109,NA,NA,NA,NA
"WEE","S1",0.2,2017,39.86296349,39.6969624,NA,NA,NA,NA
"WEE","S1",0.2,2018,55.07982436,54.12243162,NA,NA,NA,NA
"WEE","S1",0.2,2019,81.11982394,78.24996695,NA,NA,NA,NA
"WEE","S1",0.2,2021,142.8478996,134.6571599,NA,NA,NA,NA
"WEE","S1",0.2,2022,107.0443037,109.0138877,NA,NA,NA,NA
"WEE","S1",0.4,1976,145.3030887,147.8006758,NA,NA,NA,NA
"WEE","S1",0.4,1977,62.6288136,70.08328967,NA,NA,NA,NA
"WEE","S1",0.4,1978,48.6058053,54.15813271,NA,NA,NA,NA
"WEE","S1",0.4,1979,64.45954821,63.72408518,NA,NA,NA,NA
"WEE","S1",0.4,1980,101.6764509,100.2947111,NA,NA,NA,NA
"WEE","S1",0.4,1981,82.23567474,81.42739059,NA,NA,NA,NA
"WEE","S1",0.4,1982,93.19620399,85.37978263,NA,NA,NA,NA
"WEE","S1",0.4,1983,146.6611435,145.0729483,NA,NA,NA,NA
"WEE","S1",0.4,1984,144.2348773,143.1200452,NA,NA,NA,NA
"WEE","S1",0.4,1985,128.3076252,126.4415764,NA,NA,NA,NA
"WEE","S1",0.4,1986,96.09218997,96.63589205,NA,NA,NA,NA
"WEE","S1",0.4,1987,26.48671827,26.67411307,NA,NA,NA,NA
"WEE","S1",0.4,1988,69.49587934,73.15662351,NA,NA,NA,NA
"WEE","S1",0.4,1989,157.5254635,147.6026259,NA,NA,NA,NA
"WEE","S1",0.4,1990,71.73340669,72.09955336,NA,NA,NA,NA
"WEE","S1",0.4,1991,90.88832797,87.55420837,NA,NA,NA,NA
"WEE","S1",0.4,1992,71.63237428,78.30381141,NA,NA,NA,NA
"WEE","S1",0.4,1993,40.957169,36.6542624,NA,NA,NA,NA
"WEE","S1",0.4,1994,166.5247716,158.2627113,NA,NA,NA,NA
"WEE","S1",0.4,1995,46.18474547,45.51425918,NA,NA,NA,NA
"WEE","S1",0.4,1996,26.91305075,26.78518957,NA,NA,NA,NA
"WEE","S1",0.4,1997,72.17056841,72.68896555,NA,NA,NA,NA
"WEE","S1",0.4,1998,34.52256907,35.00882802,NA,NA,NA,NA
"WEE","S1",0.4,1999,113.5600586,111.3173887,NA,NA,NA,NA
"WEE","S1",0.4,2000,190.6885376,182.0349706,NA,NA,NA,NA
"WEE","S1",0.4,2001,63.22209145,61.6329671,NA,NA,NA,NA
"WEE","S1",0.4,2002,162.8876367,157.7486288,NA,NA,NA,NA
"WEE","S1",0.4,2003,84.04168619,85.15564561,NA,NA,NA,NA
"WEE","S1",0.4,2004,52.39021455,52.17949199,NA,NA,NA,NA
"WEE","S1",0.4,2005,64.38187574,65.99745747,NA,NA,NA,NA
"WEE","S1",0.4,2006,127.4396516,146.1868591,NA,NA,NA,NA
"WEE","S1",0.4,2007,76.09721299,75.9982927,NA,NA,NA,NA
"WEE","S1",0.4,2008,72.39144688,71.72577539,NA,NA,NA,NA
"WEE","S1",0.4,2009,50.30788916,49.0472314,NA,NA,NA,NA
"WEE","S1",0.4,2010,85.67594398,83.6769407,NA,NA,NA,NA
"WEE","S1",0.4,2011,51.45818552,46.31828488,NA,NA,NA,NA
"WEE","S1",0.4,2012,160.0835033,154.7452043,NA,NA,NA,NA
"WEE","S1",0.4,2013,77.56701393,77.30693784,NA,NA,NA,NA
"WEE","S1",0.4,2014,85.99411092,86.01776142,NA,NA,NA,NA
"WEE","S1",0.4,2015,44.08547729,63.2630962,NA,NA,NA,NA
"WEE","S1",0.4,2016,87.30061176,89.14134109,NA,NA,NA,NA
"WEE","S1",0.4,2017,39.86296349,39.6969624,NA,NA,NA,NA
"WEE","S1",0.4,2018,54.5034818,54.12243162,NA,NA,NA,NA
"WEE","S1",0.4,2019,80.44210877,78.24996695,NA,NA,NA,NA
"WEE","S1",0.4,2021,142.0359937,134.6571599,NA,NA,NA,NA
"WEE","S1",0.4,2022,106.1724374,109.0138877,NA,NA,NA,NA
"WEE","S1",0.6,1976,145.3030887,147.8006758,NA,NA,NA,NA
"WEE","S1",0.6,1977,62.6288136,70.08328967,NA,NA,NA,NA
"WEE","S1",0.6,1978,48.6058053,54.15813271,NA,NA,NA,NA
"WEE","S1",0.6,1979,64.45954821,63.72408518,NA,NA,NA,NA
"WEE","S1",0.6,1980,101.6764509,100.2947111,NA,NA,NA,NA
"WEE","S1",0.6,1981,82.23567474,81.42739059,NA,NA,NA,NA
"WEE","S1",0.6,1982,93.19620399,85.37978263,NA,NA,NA,NA
"WEE","S1",0.6,1983,146.6611435,145.0729483,NA,NA,NA,NA
"WEE","S1",0.6,1984,144.2348773,143.1200452,NA,NA,NA,NA
"WEE","S1",0.6,1985,128.3076252,126.4415764,NA,NA,NA,NA
"WEE","S1",0.6,1986,96.09218997,96.63589205,NA,NA,NA,NA
"WEE","S1",0.6,1987,26.48671827,26.67411307,NA,NA,NA,NA
"WEE","S1",0.6,1988,69.49587934,73.15662351,NA,NA,NA,NA
"WEE","S1",0.6,1989,157.5254635,147.6026259,NA,NA,NA,NA
"WEE","S1",0.6,1990,71.73340669,72.09955336,NA,NA,NA,NA
"WEE","S1",0.6,1991,90.88832797,87.55420837,NA,NA,NA,NA
"WEE","S1",0.6,1992,71.63237428,78.30381141,NA,NA,NA,NA
"WEE","S1",0.6,1993,40.957169,36.6542624,NA,NA,NA,NA
"WEE","S1",0.6,1994,166.5247716,158.2627113,NA,NA,NA,NA
"WEE","S1",0.6,1995,46.18474547,45.51425918,NA,NA,NA,NA
"WEE","S1",0.6,1996,26.91305075,26.78518957,NA,NA,NA,NA
"WEE","S1",0.6,1997,72.17056841,72.68896555,NA,NA,NA,NA
"WEE","S1",0.6,1998,34.52256907,35.00882802,NA,NA,NA,NA
"WEE","S1",0.6,1999,113.5600586,111.3173887,NA,NA,NA,NA
"WEE","S1",0.6,2000,190.6885376,182.0349706,NA,NA,NA,NA
"WEE","S1",0.6,2001,63.22209145,61.6329671,NA,NA,NA,NA
"WEE","S1",0.6,2002,162.8876367,157.7486288,NA,NA,NA,NA
"WEE","S1",0.6,2003,84.04168619,85.15564561,NA,NA,NA,NA
"WEE","S1",0.6,2004,52.39021455,52.17949199,NA,NA,NA,NA
"WEE","S1",0.6,2005,64.38187574,65.99745747,NA,NA,NA,NA
"WEE","S1",0.6,2006,127.4396516,146.1868591,NA,NA,NA,NA
"WEE","S1",0.6,2007,76.09721299,75.9982927,NA,NA,NA,NA
"WEE","S1",0.6,2008,72.39144688,71.72577539,NA,NA,NA,NA
"WEE","S1",0.6,2009,50.30788916,49.0472314,NA,NA,NA,NA
"WEE","S1",0.6,2010,85.67594398,83.6769407,NA,NA,NA,NA
"WEE","S1",0.6,2011,51.45818552,46.31828488,NA,NA,NA,NA
"WEE","S1",0.6,2012,160.0835033,154.7452043,NA,NA,NA,NA
"WEE","S1",0.6,2013,77.23961582,77.30693784,NA,NA,NA,NA
"WEE","S1",0.6,2014,85.29695001,86.01776142,NA,NA,NA,NA
"WEE","S1",0.6,2015,42.40896695,63.2630962,NA,NA,NA,NA
"WEE","S1",0.6,2016,86.33499598,89.14134109,NA,NA,NA,NA
"WEE","S1",0.6,2017,39.86296349,39.6969624,NA,NA,NA,NA
"WEE","S1",0.6,2018,53.92713923,54.12243162,NA,NA,NA,NA
"WEE","S1",0.6,2019,79.7643936,78.24996695,NA,NA,NA,NA
"WEE","S1",0.6,2021,141.2240879,134.6571599,NA,NA,NA,NA
"WEE","S1",0.6,2022,105.3005711,109.0138877,NA,NA,NA,NA
"WEE","S1",0.8,1976,145.3030887,147.8006758,NA,NA,NA,NA
"WEE","S1",0.8,1977,62.6288136,70.08328967,NA,NA,NA,NA
"WEE","S1",0.8,1978,48.6058053,54.15813271,NA,NA,NA,NA
"WEE","S1",0.8,1979,64.45954821,63.72408518,NA,NA,NA,NA
"WEE","S1",0.8,1980,101.6764509,100.2947111,NA,NA,NA,NA
"WEE","S1",0.8,1981,82.23567474,81.42739059,NA,NA,NA,NA
"WEE","S1",0.8,1982,93.19620399,85.37978263,NA,NA,NA,NA
"WEE","S1",0.8,1983,146.6611435,145.0729483,NA,NA,NA,NA
"WEE","S1",0.8,1984,144.2348773,143.1200452,NA,NA,NA,NA
"WEE","S1",0.8,1985,128.3076252,126.4415764,NA,NA,NA,NA
"WEE","S1",0.8,1986,96.09218997,96.63589205,NA,NA,NA,NA
"WEE","S1",0.8,1987,26.48671827,26.67411307,NA,NA,NA,NA
"WEE","S1",0.8,1988,69.49587934,73.15662351,NA,NA,NA,NA
"WEE","S1",0.8,1989,157.5254635,147.6026259,NA,NA,NA,NA
"WEE","S1",0.8,1990,71.73340669,72.09955336,NA,NA,NA,NA
"WEE","S1",0.8,1991,90.88832797,87.55420837,NA,NA,NA,NA
"WEE","S1",0.8,1992,71.63237428,78.30381141,NA,NA,NA,NA
"WEE","S1",0.8,1993,40.957169,36.6542624,NA,NA,NA,NA
"WEE","S1",0.8,1994,166.5247716,158.2627113,NA,NA,NA,NA
"WEE","S1",0.8,1995,46.18474547,45.51425918,NA,NA,NA,NA
"WEE","S1",0.8,1996,26.91305075,26.78518957,NA,NA,NA,NA
"WEE","S1",0.8,1997,72.17056841,72.68896555,NA,NA,NA,NA
"WEE","S1",0.8,1998,34.52256907,35.00882802,NA,NA,NA,NA
"WEE","S1",0.8,1999,113.5600586,111.3173887,NA,NA,NA,NA
"WEE","S1",0.8,2000,190.6885376,182.0349706,NA,NA,NA,NA
"WEE","S1",0.8,2001,63.22209145,61.6329671,NA,NA,NA,NA
"WEE","S1",0.8,2002,162.8876367,157.7486288,NA,NA,NA,NA
"WEE","S1",0.8,2003,84.04168619,85.15564561,NA,NA,NA,NA
"WEE","S1",0.8,2004,52.39021455,52.17949199,NA,NA,NA,NA
"WEE","S1",0.8,2005,64.38187574,65.99745747,NA,NA,NA,NA
"WEE","S1",0.8,2006,127.4396516,146.1868591,NA,NA,NA,NA
"WEE","S1",0.8,2007,76.09721299,75.9982927,NA,NA,NA,NA
"WEE","S1",0.8,2008,72.39144688,71.72577539,NA,NA,NA,NA
"WEE","S1",0.8,2009,50.30788916,49.0472314,NA,NA,NA,NA
"WEE","S1",0.8,2010,85.67594398,83.6769407,NA,NA,NA,NA
"WEE","S1",0.8,2011,51.45818552,46.31828488,NA,NA,NA,NA
"WEE","S1",0.8,2012,160.0835033,154.7452043,NA,NA,NA,NA
"WEE","S1",0.8,2013,76.91221771,77.30693784,NA,NA,NA,NA
"WEE","S1",0.8,2014,84.59978911,86.01776142,NA,NA,NA,NA
"WEE","S1",0.8,2015,40.73245661,63.2630962,NA,NA,NA,NA
"WEE","S1",0.8,2016,85.3693802,89.14134109,NA,NA,NA,NA
"WEE","S1",0.8,2017,39.86296349,39.6969624,NA,NA,NA,NA
"WEE","S1",0.8,2018,53.35079666,54.12243162,NA,NA,NA,NA
"WEE","S1",0.8,2019,79.08667843,78.24996695,NA,NA,NA,NA
"WEE","S1",0.8,2021,140.412182,134.6571599,NA,NA,NA,NA
"WEE","S1",0.8,2022,104.4287048,109.0138877,NA,NA,NA,NA
"WEE","S1",1,1976,145.3030887,147.8006758,NA,NA,NA,NA
"WEE","S1",1,1977,62.6288136,70.08328967,NA,NA,NA,NA
"WEE","S1",1,1978,48.6058053,54.15813271,NA,NA,NA,NA
"WEE","S1",1,1979,64.45954821,63.72408518,NA,NA,NA,NA
"WEE","S1",1,1980,101.6764509,100.2947111,NA,NA,NA,NA
"WEE","S1",1,1981,82.23567474,81.42739059,NA,NA,NA,NA
"WEE","S1",1,1982,93.19620399,85.37978263,NA,NA,NA,NA
"WEE","S1",1,1983,146.6611435,145.0729483,NA,NA,NA,NA
"WEE","S1",1,1984,144.2348773,143.1200452,NA,NA,NA,NA
"WEE","S1",1,1985,128.3076252,126.4415764,NA,NA,NA,NA
"WEE","S1",1,1986,96.09218997,96.63589205,NA,NA,NA,NA
"WEE","S1",1,1987,26.48671827,26.67411307,NA,NA,NA,NA
"WEE","S1",1,1988,69.49587934,73.15662351,NA,NA,NA,NA
"WEE","S1",1,1989,157.5254635,147.6026259,NA,NA,NA,NA
"WEE","S1",1,1990,71.73340669,72.09955336,NA,NA,NA,NA
"WEE","S1",1,1991,90.88832797,87.55420837,NA,NA,NA,NA
"WEE","S1",1,1992,71.63237428,78.30381141,NA,NA,NA,NA
"WEE","S1",1,1993,40.957169,36.6542624,NA,NA,NA,NA
"WEE","S1",1,1994,166.5247716,158.2627113,NA,NA,NA,NA
"WEE","S1",1,1995,46.18474547,45.51425918,NA,NA,NA,NA
"WEE","S1",1,1996,26.91305075,26.78518957,NA,NA,NA,NA
"WEE","S1",1,1997,72.17056841,72.68896555,NA,NA,NA,NA
"WEE","S1",1,1998,34.52256907,35.00882802,NA,NA,NA,NA
"WEE","S1",1,1999,113.5600586,111.3173887,NA,NA,NA,NA
"WEE","S1",1,2000,190.6885376,182.0349706,NA,NA,NA,NA
"WEE","S1",1,2001,63.22209145,61.6329671,NA,NA,NA,NA
"WEE","S1",1,2002,162.8876367,157.7486288,NA,NA,NA,NA
"WEE","S1",1,2003,84.04168619,85.15564561,NA,NA,NA,NA
"WEE","S1",1,2004,52.39021455,52.17949199,NA,NA,NA,NA
"WEE","S1",1,2005,64.38187574,65.99745747,NA,NA,NA,NA
"WEE","S1",1,2006,127.4396516,146.1868591,NA,NA,NA,NA
"WEE","S1",1,2007,76.09721299,75.9982927,NA,NA,NA,NA
"WEE","S1",1,2008,72.39144688,71.72577539,NA,NA,NA,NA
"WEE","S1",1,2009,50.30788916,49.0472314,NA,NA,NA,NA
"WEE","S1",1,2010,85.67594398,83.6769407,NA,NA,NA,NA
"WEE","S1",1,2011,51.45818552,46.31828488,NA,NA,NA,NA
"WEE","S1",1,2012,160.0835033,154.7452043,NA,NA,NA,NA
"WEE","S1",1,2013,76.58481961,77.30693784,NA,NA,NA,NA
"WEE","S1",1,2014,83.90262821,86.01776142,NA,NA,NA,NA
"WEE","S1",1,2015,39.05594627,63.2630962,NA,NA,NA,NA
"WEE","S1",1,2016,84.40376442,89.14134109,NA,NA,NA,NA
"WEE","S1",1,2017,39.86296349,39.6969624,NA,NA,NA,NA
"WEE","S1",1,2018,52.77445409,54.12243162,NA,NA,NA,NA
"WEE","S1",1,2019,78.40896327,78.24996695,NA,NA,NA,NA
"WEE","S1",1,2021,139.6002762,134.6571599,NA,NA,NA,NA
"WEE","S1",1,2022,103.5568385,109.0138877,NA,NA,NA,NA
"WEE","S2",0.2,1976,145.3030887,147.8006758,NA,NA,NA,NA
"WEE","S2",0.2,1977,62.6288136,70.08328967,NA,NA,NA,NA
"WEE","S2",0.2,1978,48.6058053,54.15813271,NA,NA,NA,NA
"WEE","S2",0.2,1979,64.45954821,63.72408518,NA,NA,NA,NA
"WEE","S2",0.2,1980,101.6764509,100.2947111,NA,NA,NA,NA
"WEE","S2",0.2,1981,82.23567474,81.42739059,NA,NA,NA,NA
"WEE","S2",0.2,1982,93.19620399,85.37978263,NA,NA,NA,NA
"WEE","S2",0.2,1983,146.6611435,145.0729483,NA,NA,NA,NA
"WEE","S2",0.2,1984,144.2348773,143.1200452,NA,NA,NA,NA
"WEE","S2",0.2,1985,128.3076252,126.4415764,NA,NA,NA,NA
"WEE","S2",0.2,1986,96.09218997,96.63589205,NA,NA,NA,NA
"WEE","S2",0.2,1987,26.48671827,26.67411307,NA,NA,NA,NA
"WEE","S2",0.2,1988,69.49587934,73.15662351,NA,NA,NA,NA
"WEE","S2",0.2,1989,157.5254635,147.6026259,NA,NA,NA,NA
"WEE","S2",0.2,1990,71.73340669,72.09955336,NA,NA,NA,NA
"WEE","S2",0.2,1991,90.88832797,87.55420837,NA,NA,NA,NA
"WEE","S2",0.2,1992,71.63237428,78.30381141,NA,NA,NA,NA
"WEE","S2",0.2,1993,40.957169,36.6542624,NA,NA,NA,NA
"WEE","S2",0.2,1994,166.5247716,158.2627113,NA,NA,NA,NA
"WEE","S2",0.2,1995,46.18474547,45.51425918,NA,NA,NA,NA
"WEE","S2",0.2,1996,26.91305075,26.78518957,NA,NA,NA,NA
"WEE","S2",0.2,1997,72.17056841,72.68896555,NA,NA,NA,NA
"WEE","S2",0.2,1998,34.52256907,35.00882802,NA,NA,NA,NA
"WEE","S2",0.2,1999,113.5600586,111.3173887,NA,NA,NA,NA
