"Dataset","Scenario","q","Year","F","F_base","F_95_lo","F_95_hi","F_base_95_lo","F_base_95_hi"
"FULL","S1",0.2,1976,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1977,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1978,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1979,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1980,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1981,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1982,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1983,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1984,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1985,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1986,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S1",0.2,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S1",0.2,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S1",0.2,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S1",0.2,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S1",0.2,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S1",0.2,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S1",0.2,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S1",0.2,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S1",0.2,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S1",0.2,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S1",0.2,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S1",0.2,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S1",0.2,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S1",0.2,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S1",0.2,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S1",0.2,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S1",0.2,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S1",0.2,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S1",0.2,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S1",0.2,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S1",0.2,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S1",0.2,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S1",0.2,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S1",0.2,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S1",0.2,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S1",0.2,2013,0.097619583,0.097699107,NA,NA,NA,NA
"FULL","S1",0.2,2014,0.149866412,0.150353715,NA,NA,NA,NA
"FULL","S1",0.2,2015,0.157233887,0.161445304,NA,NA,NA,NA
"FULL","S1",0.2,2016,0.239446774,0.245136238,NA,NA,NA,NA
"FULL","S1",0.2,2017,0.129161401,0.129137481,NA,NA,NA,NA
"FULL","S1",0.2,2018,0.250170695,0.250817287,NA,NA,NA,NA
"FULL","S1",0.2,2019,0.19246012,0.192978228,NA,NA,NA,NA
"FULL","S1",0.2,2021,NA,NA,NA,NA,NA,NA
"FULL","S1",0.2,2022,0.15447099,0.155423389,NA,NA,NA,NA
"FULL","S1",0.4,1976,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1977,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1978,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1979,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1980,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1981,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1982,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1983,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1984,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1985,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1986,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S1",0.4,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S1",0.4,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S1",0.4,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S1",0.4,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S1",0.4,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S1",0.4,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S1",0.4,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S1",0.4,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S1",0.4,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S1",0.4,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S1",0.4,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S1",0.4,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S1",0.4,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S1",0.4,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S1",0.4,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S1",0.4,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S1",0.4,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S1",0.4,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S1",0.4,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S1",0.4,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S1",0.4,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S1",0.4,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S1",0.4,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S1",0.4,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S1",0.4,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S1",0.4,2013,0.097540188,0.097699107,NA,NA,NA,NA
"FULL","S1",0.4,2014,0.149382256,0.150353715,NA,NA,NA,NA
"FULL","S1",0.4,2015,0.1532366,0.161445304,NA,NA,NA,NA
"FULL","S1",0.4,2016,0.234015417,0.245136238,NA,NA,NA,NA
"FULL","S1",0.4,2017,0.129196616,0.129137481,NA,NA,NA,NA
"FULL","S1",0.4,2018,0.249557199,0.250817287,NA,NA,NA,NA
"FULL","S1",0.4,2019,0.191944787,0.192978228,NA,NA,NA,NA
"FULL","S1",0.4,2021,NA,NA,NA,NA,NA,NA
"FULL","S1",0.4,2022,0.153530193,0.155423389,NA,NA,NA,NA
"FULL","S1",0.6,1976,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1977,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1978,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1979,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1980,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1981,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1982,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1983,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1984,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1985,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1986,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S1",0.6,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S1",0.6,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S1",0.6,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S1",0.6,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S1",0.6,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S1",0.6,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S1",0.6,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S1",0.6,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S1",0.6,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S1",0.6,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S1",0.6,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S1",0.6,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S1",0.6,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S1",0.6,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S1",0.6,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S1",0.6,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S1",0.6,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S1",0.6,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S1",0.6,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S1",0.6,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S1",0.6,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S1",0.6,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S1",0.6,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S1",0.6,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S1",0.6,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S1",0.6,2013,0.097460922,0.097699107,NA,NA,NA,NA
"FULL","S1",0.6,2014,0.148901219,0.150353715,NA,NA,NA,NA
"FULL","S1",0.6,2015,0.149437516,0.161445304,NA,NA,NA,NA
"FULL","S1",0.6,2016,0.228824993,0.245136238,NA,NA,NA,NA
"FULL","S1",0.6,2017,0.12923185,0.129137481,NA,NA,NA,NA
"FULL","S1",0.6,2018,0.248946705,0.250817287,NA,NA,NA,NA
"FULL","S1",0.6,2019,0.191432206,0.192978228,NA,NA,NA,NA
"FULL","S1",0.6,2021,NA,NA,NA,NA,NA,NA
"FULL","S1",0.6,2022,0.152600786,0.155423389,NA,NA,NA,NA
"FULL","S1",0.8,1976,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1977,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1978,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1979,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1980,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1981,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1982,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1983,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1984,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1985,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1986,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S1",0.8,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S1",0.8,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S1",0.8,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S1",0.8,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S1",0.8,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S1",0.8,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S1",0.8,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S1",0.8,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S1",0.8,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S1",0.8,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S1",0.8,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S1",0.8,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S1",0.8,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S1",0.8,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S1",0.8,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S1",0.8,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S1",0.8,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S1",0.8,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S1",0.8,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S1",0.8,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S1",0.8,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S1",0.8,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S1",0.8,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S1",0.8,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S1",0.8,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S1",0.8,2013,0.097381785,0.097699107,NA,NA,NA,NA
"FULL","S1",0.8,2014,0.14842327,0.150353715,NA,NA,NA,NA
"FULL","S1",0.8,2015,0.145822251,0.161445304,NA,NA,NA,NA
"FULL","S1",0.8,2016,0.223859819,0.245136238,NA,NA,NA,NA
"FULL","S1",0.8,2017,0.129267103,0.129137481,NA,NA,NA,NA
"FULL","S1",0.8,2018,0.248339191,0.250817287,NA,NA,NA,NA
"FULL","S1",0.8,2019,0.190922356,0.192978228,NA,NA,NA,NA
"FULL","S1",0.8,2021,NA,NA,NA,NA,NA,NA
"FULL","S1",0.8,2022,0.151682564,0.155423389,NA,NA,NA,NA
"FULL","S1",1,1976,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1977,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1978,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1979,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1980,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1981,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1982,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1983,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1984,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1985,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1986,NA,NA,NA,NA,NA,NA
"FULL","S1",1,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S1",1,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S1",1,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S1",1,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S1",1,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S1",1,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S1",1,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S1",1,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S1",1,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S1",1,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S1",1,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S1",1,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S1",1,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S1",1,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S1",1,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S1",1,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S1",1,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S1",1,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S1",1,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S1",1,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S1",1,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S1",1,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S1",1,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S1",1,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S1",1,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S1",1,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S1",1,2013,0.097302776,0.097699107,NA,NA,NA,NA
"FULL","S1",1,2014,0.14794838,0.150353715,NA,NA,NA,NA
"FULL","S1",1,2015,0.142377779,0.161445304,NA,NA,NA,NA
"FULL","S1",1,2016,0.219105543,0.245136238,NA,NA,NA,NA
"FULL","S1",1,2017,0.129302375,0.129137481,NA,NA,NA,NA
"FULL","S1",1,2018,0.247734634,0.250817287,NA,NA,NA,NA
"FULL","S1",1,2019,0.190415214,0.192978228,NA,NA,NA,NA
"FULL","S1",1,2021,NA,NA,NA,NA,NA,NA
"FULL","S1",1,2022,0.150775326,0.155423389,NA,NA,NA,NA
"FULL","S2",0.2,1976,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1977,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1978,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1979,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1980,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1981,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1982,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1983,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1984,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1985,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1986,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S2",0.2,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S2",0.2,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S2",0.2,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S2",0.2,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S2",0.2,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S2",0.2,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S2",0.2,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S2",0.2,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S2",0.2,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S2",0.2,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S2",0.2,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S2",0.2,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S2",0.2,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S2",0.2,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S2",0.2,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S2",0.2,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S2",0.2,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S2",0.2,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S2",0.2,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S2",0.2,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S2",0.2,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S2",0.2,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S2",0.2,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S2",0.2,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S2",0.2,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S2",0.2,2013,0.097487626,0.097699107,NA,NA,NA,NA
"FULL","S2",0.2,2014,0.149001882,0.150353715,NA,NA,NA,NA
"FULL","S2",0.2,2015,0.155287299,0.161445304,NA,NA,NA,NA
"FULL","S2",0.2,2016,0.236133429,0.245136238,NA,NA,NA,NA
"FULL","S2",0.2,2017,0.128261043,0.129137481,NA,NA,NA,NA
"FULL","S2",0.2,2018,0.248824458,0.250817287,NA,NA,NA,NA
"FULL","S2",0.2,2019,0.190847197,0.192978228,NA,NA,NA,NA
"FULL","S2",0.2,2021,NA,NA,NA,NA,NA,NA
"FULL","S2",0.2,2022,0.153518242,0.155423389,NA,NA,NA,NA
"FULL","S2",0.4,1976,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1977,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1978,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1979,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1980,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1981,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1982,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1983,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1984,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1985,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1986,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S2",0.4,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S2",0.4,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S2",0.4,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S2",0.4,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S2",0.4,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S2",0.4,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S2",0.4,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S2",0.4,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S2",0.4,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S2",0.4,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S2",0.4,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S2",0.4,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S2",0.4,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S2",0.4,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S2",0.4,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S2",0.4,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S2",0.4,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S2",0.4,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S2",0.4,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S2",0.4,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S2",0.4,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S2",0.4,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S2",0.4,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S2",0.4,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S2",0.4,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S2",0.4,2013,0.097277059,0.097699107,NA,NA,NA,NA
"FULL","S2",0.4,2014,0.147674142,0.150353715,NA,NA,NA,NA
"FULL","S2",0.4,2015,0.149581804,0.161445304,NA,NA,NA,NA
"FULL","S2",0.4,2016,0.227768463,0.245136238,NA,NA,NA,NA
"FULL","S2",0.4,2017,0.127407397,0.129137481,NA,NA,NA,NA
"FULL","S2",0.4,2018,0.246892186,0.250817287,NA,NA,NA,NA
"FULL","S2",0.4,2019,0.188762718,0.192978228,NA,NA,NA,NA
"FULL","S2",0.4,2021,NA,NA,NA,NA,NA,NA
"FULL","S2",0.4,2022,0.151659235,0.155423389,NA,NA,NA,NA
"FULL","S2",0.6,1976,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1977,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1978,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1979,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1980,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1981,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1982,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1983,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1984,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1985,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1986,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,1987,0.1738958,0.1738958,NA,NA,NA,NA
"FULL","S2",0.6,1988,0.385217312,0.385217312,NA,NA,NA,NA
"FULL","S2",0.6,1989,0.2207997,0.2207997,NA,NA,NA,NA
"FULL","S2",0.6,1990,0.145539998,0.145539998,NA,NA,NA,NA
"FULL","S2",0.6,1991,0.257925641,0.257925641,NA,NA,NA,NA
"FULL","S2",0.6,1992,0.236287481,0.236287481,NA,NA,NA,NA
"FULL","S2",0.6,1993,0.416667106,0.416667106,NA,NA,NA,NA
"FULL","S2",0.6,1994,0.245286647,0.245286647,NA,NA,NA,NA
"FULL","S2",0.6,1995,0.193059975,0.193059975,NA,NA,NA,NA
"FULL","S2",0.6,1996,0.354187971,0.354187971,NA,NA,NA,NA
"FULL","S2",0.6,1997,0.334632131,0.334632131,NA,NA,NA,NA
"FULL","S2",0.6,1998,0.357557949,0.357557949,NA,NA,NA,NA
"FULL","S2",0.6,1999,0.280136001,0.280136001,NA,NA,NA,NA
"FULL","S2",0.6,2000,0.120302198,0.120302198,NA,NA,NA,NA
"FULL","S2",0.6,2001,0.121094126,0.121094126,NA,NA,NA,NA
"FULL","S2",0.6,2002,0.156158622,0.156158622,NA,NA,NA,NA
"FULL","S2",0.6,2003,0.099520686,0.099520686,NA,NA,NA,NA
"FULL","S2",0.6,2004,0.232451922,0.232451922,NA,NA,NA,NA
"FULL","S2",0.6,2005,0.292434981,0.292434981,NA,NA,NA,NA
"FULL","S2",0.6,2006,0.152740409,0.152740409,NA,NA,NA,NA
"FULL","S2",0.6,2007,0.111885838,0.111885838,NA,NA,NA,NA
"FULL","S2",0.6,2008,0.15518617,0.15518617,NA,NA,NA,NA
"FULL","S2",0.6,2009,0.1563525,0.1563525,NA,NA,NA,NA
"FULL","S2",0.6,2010,0.102722863,0.102722863,NA,NA,NA,NA
"FULL","S2",0.6,2011,0.150421716,0.150421716,NA,NA,NA,NA
"FULL","S2",0.6,2012,0.131176749,0.131176749,NA,NA,NA,NA
"FULL","S2",0.6,2013,0.0970674,0.097699107,NA,NA,NA,NA
"FULL","S2",0.6,2014,0.146369855,0.150353715,NA,NA,NA,NA
"FULL","S2",0.6,2015,0.144280707,0.161445304,NA,NA,NA,NA
"FULL","S2",0.6,2016,0.219975875,0.245136238,NA,NA,NA,NA
"FULL","S2",0.6,2017,0.126565039,0.129137481,NA,NA,NA,NA
"FULL","S2",0.6,2018,0.244989693,0.250817287,NA,NA,NA,NA
"FULL","S2",0.6,2019,0.186723281,0.192978228,NA,NA,NA,NA
"FULL","S2",0.6,2021,NA,NA,NA,NA,NA,NA
"FULL","S2",0.6,2022,0.149844712,0.155423389,NA,NA,NA,NA
"FULL","S2",0.8,1976,NA,NA,NA,NA,NA,NA
"FULL","S2",0.8,1977,NA,NA,NA,NA,NA,NA
"FULL","S2",0.8,1978,NA,NA,NA,NA,NA,NA
"FULL","S2",0.8,1979,NA,NA,NA,NA,NA,NA
"FULL","S2",0.8,1980,NA,NA,NA,NA,NA,NA
"FULL","S2",0.8,1981,NA,NA,NA,NA,NA,NA
"FULL","S2",0.8,1982,NA,NA,NA,NA,NA,NA
